# t, PosX, PosY, PosZ, VelX, VelY, VelZ
8.090000000000006075e-01 -1.199788054079048436e+02 1.818982656425706130e-03 7.031257668519392823e-01 5.219317505624170017e-02 2.527147845823211371e-03 1.685102663629955311e+00
8.190000000000006164e-01 -1.199782965450252590e+02 1.845572950279043573e-03 7.193995400556902897e-01 4.951151793682874447e-02 2.729674848775551221e-03 1.580494355614183721e+00
8.290000000000006253e-01 -1.199778150813844064e+02 1.873745448716444871e-03 7.346383353145230499e-01 4.672234075331896386e-02 2.852311785212461193e-03 1.477866183013002654e+00
8.390000000000006342e-01 -1.199773621580728644e+02 1.902737872017520523e-03 7.488606683003325992e-01 4.381556897857779437e-02 2.902456274873062986e-03 1.376989780257489748e+00
8.490000000000006430e-01 -1.199769389409705980e+02 1.931883518077724292e-03 7.620828698678085988e-01 4.079390371601441384e-02 2.891010557166720594e-03 1.277648009288502973e+00
8.590000000000006519e-01 -1.199765465276886545e+02 1.960632219305685937e-03 7.743190042603782519e-01 3.766689914451688825e-02 2.829957633623471532e-03 1.179603724691010047e+00
8.690000000000006608e-01 -1.199761859007034275e+02 1.988552271072817172e-03 7.855806169819263829e-01 3.444736031528528031e-02 2.730850098569314113e-03 1.082593681455183532e+00
8.790000000000006697e-01 -1.199758579063518482e+02 2.015320972463176524e-03 7.958765276355346252e-01 3.114946797503432077e-02 2.603978013855030686e-03 9.863402535710472652e-01
8.890000000000006786e-01 -1.199755632465775363e+02 2.040709909040270501e-03 8.052127921136430500e-01 2.778788361877788590e-02 2.458044888749628520e-03 8.905712290166121203e-01
8.990000000000006875e-01 -1.199753024770272845e+02 2.064568797835552964e-03 8.135928674749552947e-01 2.437724700733591432e-02 2.300148138304551528e-03 7.950394524915332939e-01
9.090000000000006963e-01 -1.199750760095824944e+02 2.086810014094913745e-03 8.210179476585957037e-01 2.093174224362970293e-02 2.135899829583426390e-03 6.995373232494689342e-01
9.190000000000007052e-01 -1.199748841193624287e+02 2.107394686145201701e-03 8.274874062822001886e-01 1.746463161823691088e-02 1.969601686258126358e-03 6.039043329259172754e-01
9.290000000000007141e-01 -1.199747297498493310e+02 2.116853743526905113e-03 8.329883132481257224e-01 1.301736248638023230e-02 -1.587049103576943995e-03 5.041065318116545457e-01
9.390000000000007230e-01 -1.199746259469191756e+02 2.051630208738594151e-03 8.374349442334867444e-01 8.104829624004755012e-03 -1.093864370683104645e-02 3.950215598517360371e-01
9.490000000000007319e-01 -1.199745660629002799e+02 1.893525264516122616e-03 8.407452719169553612e-01 3.879707863839079729e-03 -1.811826510437921159e-02 2.758800666155621917e-01
9.590000000000007407e-01 -1.199745433741356209e+02 1.702728196257599289e-03 8.427825439233332938e-01 1.167473909520880954e-03 -1.944665505815175791e-02 1.432052801352428628e-01
9.690000000000007496e-01 -1.199745328007390128e+02 1.509451459337312089e-03 8.434460362402799172e-01 1.233145147670320144e-03 -1.905086108345179982e-02 2.523326807430781304e-03
9.790000000000007585e-01 -1.199745094484206192e+02 1.324237390790624497e-03 8.426738008492598020e-01 3.409392125632058380e-03 -1.802720715266434987e-02 -1.429655118948283121e-01
9.890000000000007674e-01 -1.199744581432393602e+02 1.149505943729110802e-03 8.404328877839650769e-01 6.575582599909861325e-03 -1.705207631564454110e-02 -2.906470683882455552e-01
9.990000000000007763e-01 -1.199743750007061607e+02 9.827919828867194996e-04 8.367126789534065079e-01 9.652212563028486972e-03 -1.640205820133913694e-02 -4.384704474717369682e-01
1.008999999999999675e+00 -1.199742654225536853e+02 8.211675787191353645e-04 8.315216053367801008e-01 1.183947583841835072e-02 -1.599199969134276755e-02 -5.847745723953109431e-01
1.018999999999998574e+00 -1.199741411138311520e+02 6.633750867190000471e-04 8.248803572192984213e-01 1.266109440564832864e-02 -1.563453255390547317e-02 -7.285985748379469884e-01
1.028999999999997472e+00 -1.199740165330802171e+02 5.089638596254761338e-04 8.168184645003272459e-01 1.199475591621782314e-02 -1.533718968029010657e-02 -8.691364441566402643e-01
1.038999999999996371e+00 -1.199739062015088535e+02 3.562912048219585553e-04 8.073710990245063224e-01 9.911138553344946145e-03 -1.527801733933828801e-02 -1.006020724689169699e+00
1.048999999999995270e+00 -1.199738233450110840e+02 2.044982462703509064e-04 7.965756586841478137e-01 6.584552791194079463e-03 -1.508667224776778781e-02 -1.139122281405441361e+00
1.058999999999994168e+00 -1.199737792803969683e+02 5.705808798954926236e-05 7.844696872511205399e-01 2.208141191654494628e-03 -1.446287409735921500e-02 -1.268515429978030795e+00
1.068999999999993067e+00 -1.199737836187303373e+02 -8.268240515002436147e-05 7.710894825897074423e-01 -3.064993133036458817e-03 -1.362812064439185289e-02 -1.394346548476080638e+00
1.078999999999991966e+00 -1.199738446817479911e+02 -2.138354498011948816e-04 7.564696194996546330e-01 -9.122690659873325392e-03 -1.275352808067836512e-02 -1.516819211654180100e+00
1.088999999999990864e+00 -1.199739699092400542e+02 -3.359159690296403822e-04 7.406421200025794516e-01 -1.589343850858109669e-02 -1.181439389530194832e-02 -1.636224916027318121e+00
1.098999999999989763e+00 -1.199741662130300028e+02 -4.480169609670943930e-04 7.236359220432436734e-01 -2.333591744500650850e-02 -1.076248174211978832e-02 -1.752880622091470997e+00
1.108999999999988662e+00 -1.199744401739861388e+02 -5.488794255664487809e-04 7.054766510910217558e-01 -3.142101432796630400e-02 -9.576811496909122534e-03 -1.867131309305047893e+00
1.118999999999987560e+00 -1.199747981084402255e+02 -6.371671818405162842e-04 6.861863468286484302e-01 -4.012325666287281517e-02 -8.255929488815486744e-03 -1.979340959322166693e+00
1.128999999999986459e+00 -1.199752461011309919e+02 -7.115650934216947998e-04 6.657833717480601265e-01 -4.942501412679480011e-02 -6.811660617125195327e-03 -2.089892061113802324e+00
1.138999999999985357e+00 -1.199757902388292194e+02 -7.713090247438280506e-04 6.442816359574066176e-01 -5.934442158236494236e-02 -5.337347259423799381e-03 -2.199285347776531729e+00
1.148999999999984256e+00 -1.199764368726147694e+02 -8.163755394109801188e-04 6.216902338512431125e-01 -6.991093735812670129e-02 -3.867718326432457911e-03 -2.307949972773362113e+00
1.158999999999983155e+00 -1.199771927530400291e+02 -8.468949566542149920e-04 5.980143395143349139e-01 -8.118071589804665145e-02 -2.418535355024785047e-03 -2.416274456986198693e+00
1.168999999999982053e+00 -1.199780654349292632e+02 -8.631114650582919628e-04 5.732550669532375798e-01 -9.325318822793692008e-02 -9.987473758834037457e-04 -2.524664527004516046e+00
1.178999999999980952e+00 -1.199790635645721721e+02 -8.655255355612791537e-04 5.474100438121303203e-01 -1.062458592611161545e-01 3.536411421866739180e-04 -2.633418694857078357e+00
1.188999999999979851e+00 -1.199801970867467276e+02 -8.549493648572002551e-04 5.204742398643507073e-01 -1.203000346513809493e-01 1.616290255933102230e-03 -2.742779805599381504e+00
1.198999999999978749e+00 -1.199814712215168981e+02 -8.598010346444837776e-04 4.924778455505454122e-01 -1.320071283391946182e-01 -1.130718576627363740e-02 -2.832565970058542604e+00
1.208999999999977648e+00 -1.199826923738532543e+02 -1.053135611860591889e-03 4.645193060055529122e-01 -1.117575551345764140e-01 -2.005971732375733119e-02 -2.743475349464202573e+00
1.218999999999976547e+00 -1.199836440848565502e+02 -1.231125075794790597e-03 4.380383494472445127e-01 -8.116851208472485035e-02 -1.562682278612139569e-02 -2.558681054948259259e+00
1.228999999999975445e+00 -1.199842645846293721e+02 -1.339295081560848248e-03 4.137392293630315354e-01 -4.661025842667532171e-02 -6.321992213642456393e-03 -2.317673969762873210e+00
1.238999999999974344e+00 -1.199845285365524745e+02 -1.358777482208853608e-03 3.920717937341765547e-01 -1.004181993201475054e-02 1.368608932196837408e-03 -2.038315600522784266e+00
1.248999999999973243e+00 -1.199844220148863201e+02 -1.323529483845516542e-03 3.733584128708832828e-01 2.727830792257485149e-02 4.326471814980550196e-03 -1.731968348065147989e+00
1.258999999999972141e+00 -1.199839513589619600e+02 -1.284793762931418348e-03 3.577680863142098100e-01 6.264319955893042635e-02 3.251528238063124826e-03 -1.416793202966757592e+00
1.268999999999971040e+00 -1.199831512549832695e+02 -1.270194326773453229e-03 3.453223726573663721e-01 9.316753607050132224e-02 -1.682435100907771208e-04 -1.106159331454081407e+00
1.278999999999969939e+00 -1.199820866822915519e+02 -1.291395905439526827e-03 3.358632435767726632e-01 1.160938516060992104e-01 -3.579452118531223359e-03 -8.188543903349251307e-01
1.288999999999968837e+00 -1.199808370747229134e+02 -1.340923482639123053e-03 3.291331508186258192e-01 1.310744523198548173e-01 -5.872535352564258945e-03 -5.571746628881285579e-01
1.298999999999967736e+00 -1.199794768605201796e+02 -1.403470216807777438e-03 3.249122554544360275e-01 1.391198569426237985e-01 -6.410708271212116338e-03 -3.136449669137615359e-01
1.308999999999966635e+00 -1.199780697005895007e+02 -1.467080481356962916e-03 3.230501409962454606e-01 1.411563972813890400e-01 -6.267404130572605536e-03 -8.407642216857946771e-02
1.318999999999965533e+00 -1.199766722017121623e+02 -1.527596692292128994e-03 3.234031955080955423e-01 1.378149093586055474e-01 -5.869649017782670522e-03 1.306319626941204182e-01
1.328999999999964432e+00 -1.199753346914596364e+02 -1.585046560896313014e-03 3.258120110745978404e-01 1.297141069896406151e-01 -5.704655978144278564e-03 3.283003943501849875e-01
1.338999999999963331e+00 -1.199741015443853343e+02 -1.641571454498134096e-03 3.300882832101070807e-01 1.174437376756144180e-01 -5.621220560223654482e-03 5.055624514907087752e-01
1.348999999999962229e+00 -1.199730112908399775e+02 -1.696513776838298303e-03 3.360072347140621307e-01 1.015823968461921911e-01 -5.319140077995861485e-03 6.587015784620993131e-01
1.358999999999961128e+00 -1.199720956310161029e+02 -1.744481163502209151e-03 3.433199501711484691e-01 8.295908877645005730e-02 -4.406837279631859589e-03 7.870757995316154387e-01
1.368999999999960027e+00 -1.199713773458755952e+02 -1.785090355540351961e-03 3.517812934880598652e-01 6.240339540789083261e-02 -3.830754505995380595e-03 8.905778689905383683e-01
1.378999999999958925e+00 -1.199708719703428415e+02 -1.819636269677137952e-03 3.611331546847753038e-01 4.064070552604218123e-02 -3.059157910110767847e-03 9.677003047123399204e-01
1.388999999999957824e+00 -1.199705861953865451e+02 -1.844792269185908636e-03 3.711100598065423251e-01 1.871151826379148508e-02 -2.134349949897880634e-03 1.018319873104882145e+00
1.398999999999956723e+00 -1.199705142048707813e+02 -1.862176946210103434e-03 3.814521704189096085e-01 -2.004501624406601623e-03 -1.459037623436713546e-03 1.043551734394856378e+00
1.408999999999955621e+00 -1.199706371587525808e+02 -1.874647752718520445e-03 3.919162876847256394e-01 -2.035771058598852962e-02 -1.145791342938481602e-03 1.045430188474623989e+00
1.418999999999954520e+00 -1.199709274318834957e+02 -1.886698383917836128e-03 4.022819505280291197e-01 -3.567986546575638296e-02 -1.267007983915862529e-03 1.026493324748787961e+00
1.428999999999953419e+00 -1.199713523082799185e+02 -1.898081287458182938e-03 4.123688848442944588e-01 -4.757155119911742752e-02 -1.132472526000433133e-03 9.923354016149219525e-01
1.438999999999952317e+00 -1.199718775925412473e+02 -1.912782793910926390e-03 4.220495602819220315e-01 -5.615809350402110878e-02 -1.857084562160297644e-03 9.464702392947517140e-01
1.448999999999951216e+00 -1.199724729138271471e+02 -1.938189045310496992e-03 4.312093517448031266e-01 -6.193384155584467921e-02 -3.152181056304791118e-03 8.894681017980001769e-01
1.458999999999950115e+00 -1.199731127450402539e+02 -1.977914330174986197e-03 4.397453390172733068e-01 -6.536125856570282333e-02 -4.642305316476347948e-03 8.229871657861159706e-01
1.468999999999949013e+00 -1.199737759243656825e+02 -2.032138743879616932e-03 4.475741211016209808e-01 -6.685763836429044205e-02 -6.019463824776279462e-03 7.491106416146559033e-01
1.478999999999947912e+00 -1.199744452470398670e+02 -2.098190258781568868e-03 4.546331827112543023e-01 -6.679552555575624107e-02 -6.933841940330104196e-03 6.700027204814583692e-01
1.488999999999946811e+00 -1.199751067752014251e+02 -2.169304343724465928e-03 4.608861696754806836e-01 -6.547014780923382515e-02 -7.248489367492243554e-03 5.884907246795193503e-01
1.498999999999945709e+00 -1.199757494362201840e+02 -2.242104862520705004e-03 4.663155208427770537e-01 -6.315853731220549827e-02 -7.227918081147020370e-03 5.054928788401944484e-01
1.508999999999944608e+00 -1.199763644540554566e+02 -2.311879707692026265e-03 4.709106428494677088e-01 -6.004154777480718436e-02 -6.684513253233872673e-03 4.218789148546317480e-01
1.518999999999943507e+00 -1.199769444503976530e+02 -2.373023431249220074e-03 4.746708333664559909e-01 -5.623867584324676594e-02 -5.554548485868136820e-03 3.386208613010454616e-01
1.528999999999942405e+00 -1.199774830701272776e+02 -2.419908092719360096e-03 4.776043583971688045e-01 -5.183637039204266883e-02 -3.909407796007314910e-03 2.565221697763401809e-01
1.538999999999941304e+00 -1.199779745950727659e+02 -2.447769166630657002e-03 4.797260823843630950e-01 -4.687862876574599297e-02 -1.801504069432373258e-03 1.762388891496503018e-01
1.548999999999940202e+00 -1.199784136427368963e+02 -2.452594597976442015e-03 4.810598605388484161e-01 -4.139812486209831777e-02 6.317689928021742382e-04 9.881006289198955572e-02
1.558999999999939101e+00 -1.199787952039927319e+02 -2.432263891125502862e-03 4.816393439340435623e-01 -3.543569170367144583e-02 3.182874303653014658e-03 2.514274414667138496e-02
1.568999999999938000e+00 -1.199791146955909511e+02 -2.386764663667697173e-03 4.815065983101184388e-01 -2.903670369830992082e-02 5.634144935234244866e-03 -4.396926814018571605e-02
1.578999999999936898e+00 -1.199793680272555463e+02 -2.318517205324203793e-03 4.807114094585338560e-01 -2.225093089571207258e-02 7.738344047403926569e-03 -1.077697972948330751e-01
1.588999999999935797e+00 -1.199795518244917361e+02 -2.231071729622604791e-03 4.793100025347438731e-01 -1.517190583122060218e-02 9.479832550022188054e-03 -1.656850953382421054e-01
1.598999999999934696e+00 -1.199796636487667172e+02 -2.129446634120710918e-03 4.773649585000396822e-01 -7.899841974823899882e-03 1.065756305438680246e-02 -2.170659804419862449e-01
